ФИО;Группа;Период;Должность;Площадка;КЦ_Другое_отсутсвие;Запланированное время;Ready;Больничный;Adherence
Афанасьев Венедикт Романович;Группа 37;10/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;119;61;41;0,74
Титов Софрон Робертович;Группа 37;10/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;155;57;0;0,62
Дементьев Федосей Робертович;Группа 3;10/1/22;Специалист;Вологда;0;135;59;54;0,76
Цветков Степан Феликсович;Группа 16;10/1/22;Младший специалист;Ростов;0;93;81;0;0,59
Воробьёв Агапит Павлович;Группа 2;10/1/22;Специалист;Вологда;0;171;80;0;0,71
Кудряшов Потап Петрович;Группа 37;10/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;154;55;0;0,54
Рябов Исидор Геннадиевич;Группа 31;10/1/22;Младший специалист;Чита;0;105;94,5;10,5;0,80
Харитонов Феликс Антонович;Группа 1;10/1/22;Специалист по обслуживанию ключевых клиентов;Вологда;0;152;125;27;0,86
Орлов Вячеслав Анатольевич;Группа 1;10/1/22;Специалист;Вологда;0;71;39;32;0,53
Рогов Потап Романович;Группа 32;10/1/22;Специалист по обслуживанию ключевых клиентов;Чита;0;102;91,8;10,2;0,66
Дьячков Фирс Владимирович;Группа 2;10/1/22;Специалист по обслуживанию ключевых клиентов;Вологда;0;101;73;28;0,51
Носов Тит Тарасович;Группа 25;10/1/22;Специалист;Кемерово;0;131;54;0;0,74
Моисеев Егор Михайлович;Группа 7;10/1/22;Младший специалист;Брянск;0;106;47;44;0,71
Семёнов Мирослав Михайлович;Группа 27;10/1/22;Специалист;Кемерово;0;124;98;0;0,52
Стрелков Севастьян Владиславович;Группа 23;10/1/22;Младший специалист;Пенза;0;62;12;50;0,53
Савельев Фома Олегович;Группа 11;10/1/22;Специалист по обслуживанию ключевых клиентов;Брянск;0;124;111,6;12,4;0,63
Данилов Станислав Иванович;Группа 30;10/1/22;Младший специалист;Чита;0;110;99;0;0,85
Романов Климент Владиславович;Группа 30;10/1/22;Специалист;Чита;0;111;99,9;11,1;0,66
Кабанов Фирс Сергеевич;Группа 2;10/1/22;Специалист;Вологда;0;63;56,7;0;0,66
Андреев Фома Валерьевич;Группа 14;10/1/22;Специалист по обслуживанию ключевых клиентов;Ростов;0;118;98;20;0,62
Костин Акиндин Анатольевич;Группа 8;10/1/22;Специалист;Брянск;0;108;85;0;0,63
Ершов Фаддей Игнатьевич;Группа 4;10/1/22;Специалист;Вологда;48;168;120;0;0,94
Уваров Андрей Тимофеевич;Группа 32;10/1/22;Младший специалист;Чита;0;169;11;54;0,75
Шубин Разумник Евгеньевич;Группа 6;10/1/22;Специалист по обслуживанию ключевых клиентов;Брянск;0;87;36;51;0,83
Евсеев Мамонт Денисович;Группа 32;10/1/22;Специалист по обслуживанию ключевых клиентов;Чита;69;156;18;69;0,77
Белоусов Всеволод Денисович;Группа 34;10/1/22;Специалист по обслуживанию ключевых клиентов;Чита;0;172;49;0;0,57
Белов Станислав Владимирович;Группа 39;10/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;179;103;68;0,62
Дмитриев Евграф Вольфович;Группа 23;10/1/22;Младший специалист;Пенза;0;35;31,5;0;0,92
Овчинников Феликс Максимович;Группа 34;10/1/22;Специалист;Чита;0;55;49,5;0;0,86
Кузнецов Филимон Васильевич;Группа 34;10/1/22;Специалист;Чита;0;187;59;0;0,85
Сысоев Марк Тимофеевич;Группа 3;10/1/22;Специалист;Вологда;0;54;48,6;0;0,71
Агафонов Владислав Валентинович;Группа 30;10/1/22;Младший специалист;Чита;0;139;66;65;0,86
Пономарёв Артём Анатольевич;Группа 13;10/1/22;Младший специалист;Ростов;0;47;42,3;0;0,68
Муравьёв Артём Владимирович;Группа 20;10/1/22;Специалист по обслуживанию ключевых клиентов;Пенза;0;105;80;25;0,81
Шестаков Лука Васильевич;Группа 31;10/1/22;Специалист по обслуживанию ключевых клиентов;Чита;0;84;75,6;0;0,75
Игнатов Денис Бедросович;Группа 36;10/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;66;53;0;1,00
Куликов Георгий Борисович;Группа 5;10/1/22;Специалист по обслуживанию ключевых клиентов;Вологда;0;147;135;0;0,54
Шилов Павел Кириллович;Группа 27;10/1/22;Специалист по обслуживанию ключевых клиентов;Кемерово;0;120;102;18;0,68
Пестов Поликарп Юрьевич;Группа 19;10/1/22;Специалист;Пенза;0;182;34;0;0,93
Ситников Зиновий Степанович;Группа 37;10/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;165;49;45;0,85
Максимов Максим Вячеславович;Группа 33;10/1/22;Специалист;Чита;0;133;63;0;0,77
Попов Дмитрий Юрьевич;Группа 37;10/1/22;Специалист по удаленному голосовому обслуживанию;УГ;44;151;107;0;1,00
Прохоров Мартын Яковлевич;Группа 30;10/1/22;Младший специалист;Чита;0;49;44,1;0;0,56
Карпов Акакий Робертович;Группа 24;10/1/22;Специалист по обслуживанию ключевых клиентов;Кемерово;0;96;94;0;0,87
